"COMMON.NAME","SCIENTIFIC.NAME"
"Common Ostrich","Struthio camelus"
"Emu","Dromaius novaehollandiae"
"Fulvous Whistling-Duck","Dendrocygna bicolor"
"Lesser Whistling-Duck","Dendrocygna javanica"
"Fulvous/Lesser Whistling-Duck","Dendrocygna bicolor/javanica"
"whistling-duck sp.","Dendrocygna sp."
"Bar-headed Goose","Anser indicus"
"Greylag Goose","Anser anser"
"Bar-headed x Greylag Goose (hybrid)","Anser indicus x anser"
"Swan Goose","Anser cygnoides"
"Greylag x Swan Goose (hybrid)","Anser anser x cygnoides"
"Greater White-fronted Goose","Anser albifrons"
"Lesser White-fronted Goose","Anser erythropus"
"Greater/Lesser White-fronted Goose","Anser albifrons/erythropus"
"Taiga Bean-Goose","Anser fabalis"
"Tundra Bean-Goose","Anser serrirostris"
"Taiga/Tundra Bean-Goose","Anser fabalis/serrirostris"
"Domestic goose sp. (Domestic type)","Anser sp. (Domestic type)"
"Anser goose sp.","Anser sp."
"Barnacle Goose","Branta leucopsis"
"Red-breasted Goose","Branta ruficollis"
"Mute Swan","Cygnus olor"
"Black Swan","Cygnus atratus"
"Tundra Swan","Cygnus columbianus"
"Whooper Swan","Cygnus cygnus"
"Knob-billed Duck (Comb Duck)","Sarkidiornis melanotos"
"goose sp.","Anatidae (goose sp.)"
"Ruddy Shelduck (Brahminy Duck)","Tadorna ferruginea"
"Common Shelduck","Tadorna tadorna"
"Muscovy Duck","Cairina moschata"
"Cotton Pygmy-Goose (Cotton Teal)","Nettapus coromandelianus"
"Wood Duck","Aix sponsa"
"Mandarin Duck","Aix galericulata"
"Baikal Teal","Sibirionetta formosa"
"Garganey","Spatula querquedula"
"Northern Shoveler","Spatula clypeata"
"Gadwall","Mareca strepera"
"Northern Shoveler x Gadwall (hybrid)","Spatula clypeata x Mareca strepera"
"Falcated Duck","Mareca falcata"
"Gadwall x Falcated Duck (hybrid)","Mareca strepera x falcata"
"Eurasian Wigeon","Mareca penelope"
"Gadwall x Eurasian Wigeon (hybrid)","Mareca strepera x penelope"
"Eurasian/American Wigeon","Mareca penelope/americana"
"Indian Spot-billed Duck","Anas poecilorhyncha"
"Eastern Spot-billed Duck","Anas zonorhyncha"
"Indian/Eastern Spot-billed Duck","Anas poecilorhyncha/zonorhyncha"
"Mallard","Anas platyrhynchos"
"Muscovy Duck x Mallard (hybrid)","Cairina moschata x Anas platyrhynchos"
"Gadwall x Mallard (hybrid)","Mareca strepera x Anas platyrhynchos"
"Mallard x Indian Spot-billed Duck (hybrid)","Anas platyrhynchos x poecilorhyncha"
"Northern Pintail","Anas acuta"
"Gadwall x Northern Pintail (hybrid)","Mareca strepera x Anas acuta"
"Mallard x Northern Pintail (hybrid)","Anas platyrhynchos x acuta"
"Green-winged Teal (Common Teal)","Anas crecca"
"Eurasian Wigeon x Green-winged Teal (hybrid)","Mareca penelope x Anas crecca"
"Garganey/Green-winged Teal","Spatula querquedula/Anas crecca"
"Andaman Teal","Anas albogularis"
"Anas duck sp.","Anas sp."
"teal sp.","Anatidae sp. (teal sp.)"
"dabbling duck sp.","Anatidae sp. (dabbling duck sp.)"
"Marbled Duck (Marbled Teal)","Marmaronetta angustirostris"
"Pink-headed Duck","Rhodonessa caryophyllacea"
"White-winged Duck","Asarcornis scutulata"
"Red-crested Pochard","Netta rufina"
"Common Pochard","Aythya ferina"
"Ferruginous Duck (Ferruginous Pochard)","Aythya nyroca"
"Common Pochard x Ferruginous Duck (hybrid)","Aythya ferina x nyroca"
"Baer's Pochard","Aythya baeri"
"Ferruginous Duck x Baer's Pochard (hybrid)","Aythya nyroca x baeri"
"Ferruginous Duck/Baer's Pochard","Aythya nyroca/baeri"
"Tufted Duck","Aythya fuligula"
"Common Pochard x Tufted Duck (hybrid)","Aythya ferina x fuligula"
"Greater Scaup","Aythya marila"
"Tufted Duck x Greater Scaup (hybrid)","Aythya fuligula x marila"
"Greater/Lesser Scaup","Aythya marila/affinis"
"Aythya duck sp.","Aythya sp."
"Long-tailed Duck","Clangula hyemalis"
"Common Goldeneye","Bucephala clangula"
"Smew","Mergellus albellus"
"Common Merganser","Mergus merganser"
"Red-breasted Merganser","Mergus serrator"
"Common/Red-breasted Merganser","Mergus merganser/serrator"
"merganser sp.","Mergellus/Lophodytes/Mergus sp."
"White-headed Duck","Oxyura leucocephala"
"duck sp.","Anatidae (duck sp.)"
"waterfowl sp.","Anatidae sp."
"Nicobar Megapode","Megapodius nicobariensis"
"Helmeted Guineafowl","Numida meleagris"
"Hill Partridge","Arborophila torqueola"
"Chestnut-breasted Partridge","Arborophila mandellii"
"Rufous-throated Partridge","Arborophila rufogularis"
"White-cheeked Partridge","Arborophila atrogularis"
"Snow Partridge","Lerwa lerwa"
"Blood Pheasant","Ithaginis cruentus"
"Western Tragopan","Tragopan melanocephalus"
"Satyr Tragopan","Tragopan satyra"
"Blyth's Tragopan","Tragopan blythii"
"Temminck's Tragopan","Tragopan temminckii"
"Himalayan Monal","Lophophorus impejanus"
"Sclater's Monal","Lophophorus sclateri"
"Koklass Pheasant","Pucrasia macrolopha"
"Wild Turkey","Meleagris gallopavo"
"Tibetan Partridge","Perdix hodgsoniae"
"Mrs. Hume's Pheasant","Syrmaticus humiae"
"Cheer Pheasant","Catreus wallichii"
"Kalij Pheasant","Lophura leucomelanos"
"Indian Peafowl","Pavo cristatus"
"Green Peafowl","Pavo muticus"
"Arborophila partridge sp.","Arborophila/Tropicoperdix sp."
"Red Spurfowl","Galloperdix spadicea"
"Painted Spurfowl","Galloperdix lunulata"
"Red/Painted Spurfowl","Galloperdix spadicea/lunulata"
"Grey Peacock-Pheasant","Polyplectron bicalcaratum"
"pheasant sp.","Phasianidae sp. (pheasant sp.)"
"Mountain Bamboo-Partridge","Bambusicola fytchii"
"Red Junglefowl","Gallus gallus"
"Grey Junglefowl","Gallus sonneratii"
"Grey Francolin","Ortygornis pondicerianus"
"Swamp Francolin","Ortygornis gularis"
"Chinese Francolin","Francolinus pintadeanus"
"Black Francolin","Francolinus francolinus"
"Painted Francolin","Francolinus pictus"
"Tibetan Snowcock","Tetraogallus tibetanus"
"Himalayan Snowcock","Tetraogallus himalayensis"
"Tibetan/Himalayan Snowcock","Tetraogallus tibetanus/himalayensis"
"Blue-breasted Quail","Synoicus chinensis"
"Common Quail","Coturnix coturnix"
"Japanese Quail","Coturnix japonica"
"Rain Quail","Coturnix coromandelica"
"Common/Rain Quail","Coturnix coturnix/coromandelica"
"old world quail sp.","Synoicus/Coturnix sp."
"Chukar Partridge","Alectoris chukar"
"Jungle Bush-Quail","Perdicula asiatica"
"Rock Bush-Quail","Perdicula argoondah"
"Jungle/Rock Bush-Quail","Perdicula asiatica/argoondah"
"Painted Bush-Quail","Perdicula erythrorhyncha"
"Manipur Bush-Quail","Perdicula manipurensis"
"francolin/spurfowl sp.","Phasianidae sp. (francolin/spurfowl sp.)"
"Rock Pigeon (Blue Rock Pigeon)","Columba livia"
"Hill Pigeon","Columba rupestris"
"Rock/Hill Pigeon","Columba livia/rupestris"
"Snow Pigeon","Columba leuconota"
"Yellow-eyed Pigeon","Columba eversmanni"
"Common Wood-Pigeon","Columba palumbus"
"Speckled Wood-Pigeon","Columba hodgsonii"
"Ashy Wood-Pigeon","Columba pulchricollis"
"Nilgiri Wood-Pigeon","Columba elphinstonii"
"Pale-capped Pigeon","Columba punicea"
"Andaman Wood-Pigeon","Columba palumboides"
"Columba pigeon sp.","Columba sp."
"European Turtle-Dove","Streptopelia turtur"
"Oriental Turtle-Dove","Streptopelia orientalis"
"Eurasian Collared-Dove","Streptopelia decaocto"
"Red Collared-Dove (Red Turtle-Dove)","Streptopelia tranquebarica"
"Eurasian/Red Collared-Dove","Streptopelia decaocto/tranquebarica"
"Streptopelia dove sp.","Streptopelia sp."
"Spotted Dove","Spilopelia chinensis"
"Laughing Dove (Little Brown Dove)","Spilopelia senegalensis"
"Barred Cuckoo-Dove","Macropygia unchall"
"Andaman Cuckoo-Dove","Macropygia rufipennis"
"Namaqua Dove","Oena capensis"
"Asian Emerald Dove","Chalcophaps indica"
"Asian/Pacific Emerald Dove","Chalcophaps indica/longirostris"
"Diamond Dove","Geopelia cuneata"
"Nicobar Pigeon","Caloenas nicobarica"
"Orange-breasted Green-Pigeon","Treron bicinctus"
"Grey-fronted Green-Pigeon (Pompadour Green-Pigeon)","Treron affinis"
"Andaman Green-Pigeon","Treron chloropterus"
"Ashy-headed Green-Pigeon","Treron phayrei"
"Thick-billed Green-Pigeon","Treron curvirostra"
"Yellow-footed Green-Pigeon","Treron phoenicopterus"
"Pin-tailed Green-Pigeon","Treron apicauda"
"Wedge-tailed Green-Pigeon","Treron sphenurus"
"green-pigeon sp.","Treron sp."
"Green Imperial-Pigeon","Ducula aenea"
"Nicobar Imperial-Pigeon","Ducula nicobarica"
"Malabar Imperial-Pigeon","Ducula cuprea"
"Mountain Imperial-Pigeon","Ducula badia"
"Pied Imperial-Pigeon","Ducula bicolor"
"imperial-pigeon sp.","Ducula sp."
"pigeon/dove sp.","Columbidae sp."
"Tibetan Sandgrouse","Syrrhaptes tibetanus"
"Pallas's Sandgrouse","Syrrhaptes paradoxus"
"Pin-tailed Sandgrouse","Pterocles alchata"
"Chestnut-bellied Sandgrouse","Pterocles exustus"
"Spotted Sandgrouse","Pterocles senegallus"
"Black-bellied Sandgrouse","Pterocles orientalis"
"Painted Sandgrouse","Pterocles indicus"
"sandgrouse sp.","Pterocles sp."
"Great Indian Bustard","Ardeotis nigriceps"
"Macqueen's Bustard (Houbara Bustard)","Chlamydotis macqueenii"
"Bengal Florican","Houbaropsis bengalensis"
"Lesser Florican","Sypheotides indicus"
"Little Bustard","Tetrax tetrax"
"Guinea Turaco","Tauraco persa"
"Andaman Coucal","Centropus andamanensis"
"Greater Coucal","Centropus sinensis"
"Lesser Coucal","Centropus bengalensis"
"Greater/Lesser Coucal","Centropus sinensis/bengalensis"
"coucal sp.","Centropus sp."
"Sirkeer Malkoha","Taccocua leschenaultii"
"Blue-faced Malkoha","Phaenicophaeus viridirostris"
"Green-billed Malkoha","Phaenicophaeus tristis"
"malkoha sp.","Cuculidae sp. (malkoha sp.)"
"Chestnut-winged Cuckoo","Clamator coromandus"
"Pied Cuckoo (Jacobin Cuckoo)","Clamator jacobinus"
"Asian Koel","Eudynamys scolopaceus"
"Asian Emerald Cuckoo","Chrysococcyx maculatus"
"Violet Cuckoo","Chrysococcyx xanthorhynchus"
"Asian Emerald/Violet Cuckoo","Chrysococcyx maculatus/xanthorhynchus"
"Horsfield's Bronze-Cuckoo","Chalcites basalis"
"Banded Bay Cuckoo","Cacomantis sonneratii"
"Plaintive Cuckoo","Cacomantis merulinus"
"Grey-bellied Cuckoo","Cacomantis passerinus"
"Plaintive/Grey-bellied Cuckoo","Cacomantis merulinus/passerinus"
"Cacomantis cuckoo sp.","Cacomantis sp."
"Fork-tailed Drongo-Cuckoo","Surniculus dicruroides"
"Square-tailed Drongo-Cuckoo","Surniculus lugubris"
"Fork-tailed/Square-tailed Drongo-Cuckoo","Surniculus dicruroides/lugubris"
"Large Hawk-Cuckoo","Hierococcyx sparverioides"
"Common Hawk-Cuckoo","Hierococcyx varius"
"Large/Common Hawk-Cuckoo","Hierococcyx sparverioides/varius"
"Hodgson's Hawk-Cuckoo","Hierococcyx nisicolor"
"hawk-cuckoo sp.","Hierococcyx sp."
"Lesser Cuckoo","Cuculus poliocephalus"
"Indian Cuckoo","Cuculus micropterus"
"Lesser/Indian Cuckoo","Cuculus poliocephalus/micropterus"
"Himalayan Cuckoo","Cuculus saturatus"
"Common Cuckoo","Cuculus canorus"
"Himalayan/Oriental Cuckoo","Cuculus saturatus/optatus"
"Common/Oriental Cuckoo","Cuculus canorus/optatus"
"Cuculus cuckoo sp.","Cuculus sp."
"cuckoo sp. (Cuculidae sp.)","Cuculidae sp."
"Great Eared-Nightjar","Lyncornis macrotis"
"Jungle Nightjar (Indian Jungle Nightjar)","Caprimulgus indicus"
"Grey Nightjar (Eastern Jungle Nightjar)","Caprimulgus jotaka"
"Jungle/Grey Nightjar","Caprimulgus indicus/jotaka"
"Eurasian Nightjar (European Nightjar)","Caprimulgus europaeus"
"Sykes's Nightjar","Caprimulgus mahrattensis"
"Large-tailed Nightjar","Caprimulgus macrurus"
"Andaman Nightjar","Caprimulgus andamanicus"
"Jerdon's Nightjar","Caprimulgus atripennis"
"Indian Nightjar","Caprimulgus asiaticus"
"Savanna Nightjar","Caprimulgus affinis"
"Caprimulgus old world nightjar sp.","Caprimulgus sp."
"nightjar sp.","Caprimulgidae sp."
"Sri Lanka Frogmouth","Batrachostomus moniliger"
"Hodgson's Frogmouth","Batrachostomus hodgsoni"
"Batrachostomus frogmouth sp.","Batrachostomus sp."
"frogmouth sp.","Podargidae sp."
"White-rumped Spinetail (White-rumped Needletail)","Zoonavena sylvatica"
"White-throated Needletail","Hirundapus caudacutus"
"Silver-backed Needletail","Hirundapus cochinchinensis"
"Brown-backed Needletail","Hirundapus giganteus"
"Hirundapus needletail sp.","Hirundapus sp."
"Plume-toed Swift (Andaman Glossy Swiftlet)","Collocalia affinis"
"Indian Swiftlet","Aerodramus unicolor"
"Himalayan Swiftlet","Aerodramus brevirostris"
"Edible-nest Swiftlet","Aerodramus fuciphagus"
"dark swiftlet sp.","Aerodramus sp."
"swiftlet sp.","Collocalia/Aerodramus sp."
"Alpine Swift","Tachymarptis melba"
"Common Swift","Apus apus"
"Pacific Swift","Apus pacificus"
"Blyth's Swift (Fork-tailed Swift)","Apus leuconyx"
"fork-tailed swift sp.","Apus pacificus/salimalii/leuconyx/cooki"
"Dark-rumped Swift","Apus acuticauda"
"Little Swift (Indian House Swift)","Apus affinis"
"House Swift (Nepal House Swift)","Apus nipalensis"
"Little/House Swift","Apus affinis/nipalensis"
"Apus sp.","Apus sp."
"Apus/Tachymarptis swift sp.","Apus/Tachymarptis sp."
"Asian Palm Swift","Cypsiurus balasiensis"
"large swift sp.","Apodidae sp. (large swift sp.)"
"small swift sp.","Apodidae sp. (small swift sp.)"
"swift sp.","Apodidae sp."
"Crested Treeswift","Hemiprocne coronata"
"treeswift sp.","Hemiprocne sp."
"Water Rail","Rallus aquaticus"
"Brown-cheeked Rail","Rallus indicus"
"Water/Brown-cheeked Rail","Rallus aquaticus/indicus"
"Corn Crake","Crex crex"
"Slaty-breasted Rail","Lewinia striata"
"Spotted Crake","Porzana porzana"
"Eurasian Moorhen","Gallinula chloropus"
"Eurasian Moorhen/Common Gallinule","Gallinula chloropus/galeata"
"Eurasian Coot","Fulica atra"
"Eurasian Moorhen x Eurasian Coot (hybrid)","Gallinula chloropus x Fulica atra"
"Eurasian/Red-knobbed Coot","Fulica atra/cristata"
"coot sp.","Fulica sp."
"Grey-headed Swamphen (Purple Swamphen)","Porphyrio poliocephalus"
"Black-backed/Grey-headed Swamphen","Porphyrio indicus/poliocephalus"
"swamphen sp.","Porphyrio sp. (swamphen sp.)"
"moorhen/coot/gallinule sp.","Gallinula/Fulica/Porphyrio sp."
"White-browed Crake","Poliolimnas cinereus"
"Watercock","Gallicrex cinerea"
"White-breasted Waterhen","Amaurornis phoenicurus"
"Andaman Crake","Rallina canningi"
"Great Nicobar Crake (undescribed form)","Rallina [undescribed form]"
"Red-legged Crake","Rallina fasciata"
"Slaty-legged Crake","Rallina eurizonoides"
"Ruddy-breasted Crake","Zapornia fusca"
"Band-bellied Crake","Zapornia paykullii"
"Brown Crake","Zapornia akool"
"Little Crake","Zapornia parva"
"Baillon's Crake","Zapornia pusilla"
"Spotted/Little/Baillon's Crake","Porzana porzana/Zapornia parva/pusilla"
"Black-tailed Crake","Zapornia bicolor"
"Zapornia rail/crake sp.","Zapornia sp."
"rail/crake sp.","Rallidae sp. (rail/crake sp.)"
"Masked Finfoot","Heliopais personatus"
"Demoiselle Crane","Anthropoides virgo"
"Siberian Crane","Leucogeranus leucogeranus"
"Sarus Crane","Antigone antigone"
"Common Crane","Grus grus"
"Black-necked Crane","Grus nigricollis"
"crane sp.","Gruidae sp."
"Great Thick-knee (Great Stone-curlew)","Esacus recurvirostris"
"Beach Thick-knee (Beach Stone-curlew)","Esacus magnirostris"
"Indian Thick-knee (Indian Stone-curlew)","Burhinus indicus"
"Black-winged Stilt","Himantopus himantopus"
"Pied Avocet","Recurvirostra avosetta"
"Ibisbill","Ibidorhyncha struthersii"
"Eurasian Oystercatcher","Haematopus ostralegus"
"Black-bellied Plover (Grey Plover)","Pluvialis squatarola"
"European Golden-Plover","Pluvialis apricaria"
"American Golden-Plover","Pluvialis dominica"
"Pacific Golden-Plover","Pluvialis fulva"
"American/Pacific Golden-Plover (Lesser Golden-Plover)","Pluvialis dominica/fulva"
"golden-plover sp.","Pluvialis dominica/apricaria/fulva"
"Black-bellied Plover/golden-plover sp.","Pluvialis sp."
"Common Ringed Plover","Charadrius hiaticula"
"Common Ringed/Semipalmated Plover","Charadrius hiaticula/semipalmatus"
"Little Ringed Plover","Thinornis dubius"
"Common/Little Ringed Plover","Charadrius hiaticula/Thinornis dubius"
"Long-billed Plover","Thinornis placidus"
"Northern Lapwing","Vanellus vanellus"
"Spur-winged Lapwing","Vanellus spinosus"
"River Lapwing","Vanellus duvaucelii"
"Yellow-wattled Lapwing","Vanellus malabaricus"
"Grey-headed Lapwing","Vanellus cinereus"
"Red-wattled Lapwing","Vanellus indicus"
"Sociable Lapwing","Vanellus gregarius"
"White-tailed Lapwing","Vanellus leucurus"
"lapwing sp.","Vanellus sp."
"Caspian Plover","Anarhynchus asiaticus"
"Oriental Plover","Anarhynchus veredus"
"Tibetan Sand-Plover (Lesser Sand-Plover)","Anarhynchus atrifrons"
"Siberian/Tibetan Sand-Plover","Anarhynchus mongolus/atrifrons"
"Greater Sand-Plover","Anarhynchus leschenaultii"
"sand-plover sp.","Anarhynchus mongolus/atrifrons/leschenaultii"
"Kentish Plover","Anarhynchus alexandrinus"
"small plover sp.","Charadrius/Thinornis/Anarhynchus sp."
"plover sp.","Charadriidae sp."
"Greater Painted-Snipe","Rostratula benghalensis"
"Pheasant-tailed Jacana","Hydrophasianus chirurgus"
"Bronze-winged Jacana","Metopidius indicus"
"jacana sp.","Jacanidae sp."
"Whimbrel","Numenius phaeopus"
"Eurasian Curlew","Numenius arquata"
"Whimbrel/Eurasian Curlew","Numenius phaeopus/arquata"
"curlew sp.","Numenius sp."
"Bar-tailed Godwit","Limosa lapponica"
"Black-tailed Godwit","Limosa limosa"
"Bar-tailed/Black-tailed Godwit","Limosa lapponica/limosa"
"godwit sp.","Limosa sp."
"Asian Dowitcher","Limnodromus semipalmatus"
"Long-billed Dowitcher","Limnodromus scolopaceus"
"Jack Snipe","Lymnocryptes minimus"
"Eurasian Woodcock","Scolopax rusticola"
"Solitary Snipe","Gallinago solitaria"
"Wood Snipe","Gallinago nemoricola"
"Great Snipe","Gallinago media"
"Swinhoe's Snipe","Gallinago megala"
"Pin-tailed Snipe","Gallinago stenura"
"Swinhoe's/Pin-tailed Snipe","Gallinago megala/stenura"
"Common Snipe","Gallinago gallinago"
"Pin-tailed/Common Snipe","Gallinago stenura/gallinago"
"snipe sp.","Gallinago sp."
"Red Phalarope","Phalaropus fulicarius"
"Red-necked Phalarope","Phalaropus lobatus"
"Red/Red-necked Phalarope","Phalaropus fulicarius/lobatus"
"phalarope sp.","Phalaropus sp."
"Terek Sandpiper","Xenus cinereus"
"Common Sandpiper","Actitis hypoleucos"
"Common/Spotted Sandpiper","Actitis hypoleucos/macularius"
"Green Sandpiper","Tringa ochropus"
"Grey-tailed Tattler","Tringa brevipes"
"Marsh Sandpiper","Tringa stagnatilis"
"Wood Sandpiper","Tringa glareola"
"Common Redshank","Tringa totanus"
"Nordmann's Greenshank","Tringa guttifer"
"Spotted Redshank","Tringa erythropus"
"Common/Spotted Redshank","Tringa totanus/erythropus"
"Common Greenshank","Tringa nebularia"
"Tringa sandpiper sp.","Tringa sp."
"Ruddy Turnstone","Arenaria interpres"
"Great Knot","Calidris tenuirostris"
"Red Knot","Calidris canutus"
"Great/Red Knot","Calidris tenuirostris/canutus"
"Ruff","Calidris pugnax"
"Broad-billed Sandpiper","Calidris falcinellus"
"Sharp-tailed Sandpiper","Calidris acuminata"
"Curlew Sandpiper","Calidris ferruginea"
"Temminck's Stint","Calidris temminckii"
"Long-toed Stint","Calidris subminuta"
"Red-necked Stint","Calidris ruficollis"
"Spoon-billed Sandpiper","Calidris pygmaea"
"Buff-breasted Sandpiper","Calidris subruficollis"
"Sanderling","Calidris alba"
"Dunlin","Calidris alpina"
"Curlew Sandpiper/Dunlin","Calidris ferruginea/alpina"
"Little Stint","Calidris minuta"
"Red-necked/Little Stint","Calidris ruficollis/minuta"
"Pectoral Sandpiper","Calidris melanotos"
"Stint sp. (Calidris sp.)","Calidris sp. (peep sp.)"
"Calidris stint/sandpiper sp.","Calidris sp."
"Scolopacidae sp.","Scolopacidae sp."
"large shorebird sp.","Charadriiformes sp. (large shorebird sp.)"
"Yellow-legged Buttonquail","Turnix tanki"
"Barred Buttonquail","Turnix suscitator"
"Small Buttonquail","Turnix sylvaticus"
"buttonquail sp.","Turnix sp."
"Crab-Plover","Dromas ardeola"
"Jerdon's Courser","Rhinoptilus bitorquatus"
"Indian Courser","Cursorius coromandelicus"
"Cream-colored Courser","Cursorius cursor"
"Small Pratincole","Glareola lactea"
"Collared Pratincole","Glareola pratincola"
"Collared/Black-winged Pratincole","Glareola pratincola/nordmanni"
"Oriental Pratincole","Glareola maldivarum"
"Collared/Oriental Pratincole","Glareola pratincola/maldivarum"
"pratincole sp.","Glareola sp."
"shorebird sp.","Charadriiformes sp. (shorebird sp.)"
"Long-tailed Jaeger","Stercorarius longicaudus"
"Parasitic Jaeger (Arctic Skua)","Stercorarius parasiticus"
"Pomarine Jaeger (Pomarine Skua)","Stercorarius pomarinus"
"Long-tailed/Pomarine Jaeger","Stercorarius longicaudus/pomarinus"
"Parasitic/Pomarine Jaeger","Stercorarius parasiticus/pomarinus"
"Brown Skua","Stercorarius antarcticus"
"South Polar Skua","Stercorarius maccormicki"
"jaeger sp.","Stercorarius sp. (jaeger sp.)"
"skua sp.","Stercorarius sp. (skua sp.)"
"jaeger/skua sp.","Stercorarius sp."
"Little Gull","Hydrocoloeus minutus"
"Black-legged Kittiwake","Rissa tridactyla"
"Sabine's Gull","Xema sabini"
"Slender-billed Gull","Chroicocephalus genei"
"Black-headed Gull","Chroicocephalus ridibundus"
"Slender-billed x Black-headed Gull (hybrid)","Chroicocephalus genei x ridibundus"
"Slender-billed/Black-headed Gull","Chroicocephalus genei/ridibundus"
"Brown-headed Gull","Chroicocephalus brunnicephalus"
"Black-headed/Brown-headed Gull","Chroicocephalus ridibundus/brunnicephalus"
"Laughing Gull","Leucophaeus atricilla"
"Franklin's Gull","Leucophaeus pipixcan"
"Pallas's Gull","Ichthyaetus ichthyaetus"
"Sooty Gull","Ichthyaetus hemprichii"
"White-eyed Gull","Ichthyaetus leucophthalmus"
"Common Gull","Larus canus"
"Caspian Gull","Larus cachinnans"
"Mongolian Gull","Larus mongolicus"
"Caspian/Yellow-legged Gull","Larus cachinnans/michahellis"
"Lesser Black-backed Gull","Larus fuscus"
"white-winged gull sp.","Larus sp. (white-winged gull sp.)"
"Larus gull sp.","Larus sp."
"gull sp.","Larinae sp."
"Indian Skimmer","Rynchops albicollis"
"White Tern","Gygis alba"
"Brown Noddy","Anous stolidus"
"Lesser Noddy","Anous tenuirostris"
"Black Noddy","Anous minutus"
"Brown/Black Noddy","Anous stolidus/minutus"
"Sooty Tern","Onychoprion fuscatus"
"Bridled Tern","Onychoprion anaethetus"
"Sooty/Bridled Tern","Onychoprion fuscatus/anaethetus"
"Little Tern","Sternula albifrons"
"Saunders's Tern","Sternula saundersi"
"Little/Saunders's Tern","Sternula albifrons/saundersi"
"Little/Least Tern","Sternula albifrons/antillarum"
"Gull-billed Tern","Gelochelidon nilotica"
"Gull-billed/Australian Tern","Gelochelidon nilotica/macrotarsa"
"Caspian Tern","Hydroprogne caspia"
"Whiskered Tern","Chlidonias hybrida"
"Black Tern","Chlidonias niger"
"White-winged Tern","Chlidonias leucopterus"
"Chlidonias tern sp.","Chlidonias sp."
"River Tern","Sterna aurantia"
"Arctic Tern","Sterna paradisaea"
"Common Tern","Sterna hirundo"
"White-cheeked Tern","Sterna repressa"
"Black-naped Tern","Sterna sumatrana"
"Roseate Tern","Sterna dougallii"
"Common x Roseate Tern (hybrid)","Sterna hirundo x dougallii"
"Black-bellied Tern","Sterna acuticauda"
"River/Black-bellied Tern","Sterna aurantia/acuticauda"
"Sterna tern sp.","Sterna sp."
"Sandwich Tern","Thalasseus sandvicensis"
"Lesser Crested Tern","Thalasseus bengalensis"
"Great Crested Tern","Thalasseus bergii"
"Lesser/Great Crested Tern","Thalasseus bengalensis/bergii"
"Thalasseus tern sp.","Thalasseus sp."
"large tern sp.","Hydroprogne/Thalasseus sp."
"tern sp.","Sterninae sp."
"gull/tern/skimmer sp.","Laridae sp."
"Greater Flamingo","Phoenicopterus roseus"
