COMMON.NAME,SCIENTIFIC.NAME
Streak-throated Barwing,Actinodura waldeni
Hoary-throated/Streak-throated Barwing,Actinodura nipalensis/waldeni
Blue-winged Minla,Actinodura cyanouroptera
Chestnut-tailed Minla (Bar-throated Siva),Actinodura strigula
Rusty-fronted Barwing,Actinodura egertoni
Red-billed Leiothrix,Leiothrix lutea
Silver-eared Mesia (Silver-eared Leiothrix),Leiothrix argentauris
Red-tailed Minla,Minla ignotincta
Rufous-backed Sibia,Leioptila annectens
Bugun Liocichla,Liocichla bugunorum
Red-faced Liocichla,Liocichla phoenicea
Large Grey Babbler,Argya malcolmi
Slender-billed Babbler,Argya longirostris
Rufous Babbler,Argya subrufa
Jungle Babbler,Argya striata
Yellow-billed Babbler,Argya affinis
Jungle/Yellow-billed Babbler,Argya striata/affinis
Common Babbler,Argya caudata
Striated Babbler,Argya earlei
Common/Striated Babbler,Argya caudata/earlei
Turdoides babbler sp.,Argya/Turdoides sp.
Spot-breasted Laughingthrush,Garrulax merulinus
Lesser Necklaced Laughingthrush,Garrulax monileger
White-crested Laughingthrush,Garrulax leucolophus
Garrulax laughingthrush sp.,Garrulax sp.
Rufous-chinned Laughingthrush,Ianthocincla rufogularis
Moustached Laughingthrush,Ianthocincla cineracea
Spotted Laughingthrush,Ianthocincla ocellata
Wayanad Laughingthrush,Pterorhinus delesserti
Rufous-vented Laughingthrush,Pterorhinus gularis
Yellow-throated Laughingthrush,Pterorhinus galbanus
Rufous-necked Laughingthrush,Pterorhinus ruficollis
Chestnut-backed Laughingthrush,Pterorhinus nuchalis
White-browed Laughingthrush,Pterorhinus sannio
Greater Necklaced Laughingthrush,Pterorhinus pectoralis
Lesser/Greater Necklaced Laughingthrush,Garrulax monileger/Pterorhinus pectoralis
Mount Victoria Babax,Pterorhinus woodi
White-throated Laughingthrush,Pterorhinus albogularis
Grey-sided Laughingthrush,Pterorhinus caerulatus
laughingthrush sp.,Leiothrichidae sp. (laughingthrush sp.)
Goldcrest,Regulus regulus
Wallcreeper,Tichodroma muraria
Indian Nuthatch,Sitta castanea
Chestnut-bellied Nuthatch,Sitta cinnamoventris
Indian/Chestnut-bellied Nuthatch,Sitta castanea/cinnamoventris
Chestnut-vented Nuthatch,Sitta nagaensis
Kashmir Nuthatch,Sitta cashmirensis
White-tailed Nuthatch,Sitta himalayensis
White-cheeked Nuthatch,Sitta leucopsis
Yunnan Nuthatch,Sitta yunnanensis
Velvet-fronted Nuthatch,Sitta frontalis
Velvet-fronted/Yellow-billed Nuthatch,Sitta frontalis/solangiae
Beautiful Nuthatch,Sitta formosa
nuthatch sp.,Sitta sp.
Hodgson's Treecreeper (Eurasian Treecreeper),Certhia hodgsoni
Bar-tailed Treecreeper,Certhia himalayana
Rusty-flanked Treecreeper,Certhia nipalensis
Sikkim Treecreeper (Brown-throated Treecreeper),Certhia discolor
Hume's Treecreeper,Certhia manipurensis
treecreeper sp.,Certhia sp.
Indian Spotted Creeper,Salpornis spilonota
Eurasian Wren (Winter Wren),Troglodytes troglodytes
wren sp.,Troglodytidae sp.
Spotted Elachura (Spotted Wren-Babbler),Elachura formosa
White-throated Dipper,Cinclus cinclus
Brown Dipper,Cinclus pallasii
Asian Glossy Starling,Aplonis panayensis
Golden-crested Myna,Ampeliceps coronatus
Common Hill Myna,Gracula religiosa
Southern Hill Myna,Gracula indica
European Starling (Common Starling),Sturnus vulgaris
Rosy Starling,Pastor roseus
Daurian Starling,Agropsar sturninus
Chestnut-cheeked Starling,Agropsar philippensis
Asian Pied Starling (Pied Myna),Gracupica contra
Brahminy Starling,Sturnia pagodarum
Chestnut-tailed Starling,Sturnia malabarica
Malabar Starling (Blyth's Starling),Sturnia blythii
Chestnut-tailed/Malabar Starling,Sturnia malabarica/blythii
White-headed Starling,Sturnia erythropygia
Red-billed Starling,Spodiopsar sericeus
White-cheeked Starling,Spodiopsar cineraceus
Common Myna,Acridotheres tristis
Bank Myna,Acridotheres ginginianus
Jungle Myna,Acridotheres fuscus
Common/Jungle Myna,Acridotheres tristis/fuscus
Great Myna,Acridotheres grandis
black myna sp.,Acridotheres sp. (black myna sp.)
Acridotheres myna sp.,Acridotheres sp.
Spot-winged Starling,Saroglossa spilopterus
myna/starling sp.,Sturnidae sp.
Grandala,Grandala coelicolor
Long-tailed Thrush,Zoothera dixoni
Alpine Thrush,Zoothera mollissima
Himalayan Thrush,Zoothera salimalii
Alpine/Himalayan Thrush,Zoothera mollissima/salimalii
Dark-sided Thrush,Zoothera marginata
Long-billed Thrush,Zoothera monticola
Scaly Thrush,Zoothera dauma
Nilgiri Thrush,Zoothera neilgherriensis
Zoothera thrush sp.,Zoothera sp.
Purple Cochoa,Cochoa purpurea
Green Cochoa,Cochoa viridis
Siberian Thrush,Geokichla sibirica
Pied Thrush,Geokichla wardii
Orange-headed Thrush,Geokichla citrina
Chinese Thrush,Otocichla mupinensis
Mistle Thrush,Tur
Song Thrush,Turdus philomelos
Chinese Blackbird,Turdus mandarinus
Grey-winged Blackbird,Turdus boulboul
Indian Blackbird,Turdus simillimus
Japanese Thrush,Turdus cardis
Tickell's Thrush,Turdus unicolor
Black-breasted Thrush,Turdus dissimilis
Grey-sided Thrush,Turdus feae
Eyebrowed Thrush,Turdus obscurus
Grey-sided/Eyebrowed Thrush,Turdus feae/obscurus
White-backed Thrush (Kessler's Thrush),Turdus kessleri
Tibetan Blackbird,Turdus maximus
Fieldfare,Turdus pilaris
White-collared Blackbird,Turdus albocinctus
Chestnut Thrush,Turdus rubrocanus
Black-throated Thrush,Turdus atrogularis
Red-throated Thrush,Turdus ruficollis
Black-throated x Red-throated Thrush (hybrid),Turdus atrogularis x ruficollis
Dusky Thrush,Turdus eunomus
Naumann's Thrush,Turdus naumanni
Dusky x Naumann's Thrush (hybrid),Turdus eunomus x naumanni
Dusky/Naumann's Thrush,Turdus eunomus/naumanni
Turdus thrush sp.,Turdus sp.
thrush sp.,Turdidae sp.
Dark-sided Flycatcher,Muscicapa sibirica
Ferruginous Flycatcher,Muscicapa ferruginea
Asian Brown Flycatcher,Muscicapa dauurica
Brown-breasted Flycatcher,Muscicapa muttui
Spotted Flycatcher,Muscicapa striata
Muscicapa flycatcher sp.,pa flycatcher sp. (<em c
Rufous-tailed Scrub-Robin,Cercotrichas galactotes
Indian Robin,Copsychus fulicatus
Oriental Magpie-Robin,Copsychus saularis
White-rumped Shama,Copsychus malabaricus
Andaman Shama,Copsychus albiventris
White-gorgeted Flycatcher,Anthipes monileger
Nilgiri Sholakili,Sholicola major
White-bellied Sholakili,Sholicola albiventris
White-tailed Flycatcher,Cyornis concretus
White-bellied Blue Flycatcher,Cyornis pallidipes
Pale-chinned Blue Flycatcher,Cyornis poliogenys
Pale Blue Flycatcher,Cyornis unicolor
Blue-throated Flycatcher,Cyornis rubeculoides
Blue-throated/Chinese Blue Flycatcher,Cyornis rubeculoides/glaucicomans
Large Blue Flycatcher,Cyornis magnirostris
Hill Blue Flycatcher,Cyornis whitei
Large/Hill Blue Flycatcher,Cyornis magnirostris/whitei
Tickell's Blue Flycatcher,Cyornis tickelliae
Pale-chinned x Tickell's Blue Flycatcher (hybrid),Cyornis poliogenys x tickelliae
Blue-throated/Tickell's Blue Flycatcher,Cyornis rubeculoides/tickelliae
Nicobar Jungle-Flycatcher,Cyornis nicobaricus
blue flycatcher sp.,Cyornis sp.
Large Niltava,Niltava grandis
Small Niltava,Niltava macgrigoriae
Rufous-bellied Niltava,Niltava sundara
Vivid Niltava,Niltava vivida
niltava sp.,Niltava sp.
Blue-and-white Flycatcher,Cyanoptila cyanomelana
Zappey's Flycatcher,Cyanoptila cumatilis
Blue-and-white/Zappey's Flycatcher,Cyanoptila cyanomelana/cumatilis
Nilgiri Flycatcher,Eumyias albicaudatus
Verditer Flycatcher,Eumyias thalassinus
Nilgiri/Verditer Flycatcher,Eumyias albicaudatus/thalassinus
Rusty-bellied Shortwing,Brachypteryx hyperythra
Gould's Shortwing,Brachypteryx stellata
Lesser Shortwing,Brachypteryx leucophris
Himalayan Shortwing (White-browed Shortwing),Brachypteryx cruralis
Brachypteryx shortwing sp.,Brachypteryx sp.
Indian Blue Robin,Larvivora brunnea
Siberian Blue Robin,Larvivora cyane
White-bellied Redstart,Luscinia phaenicuroides
Bluethroat,Luscinia svecica
Malabar Whistling-Thrush,Myophonus horsfieldii
Blue Whistling-Thrush,Myophonus caeruleus
whistling-thrush sp.,Myophonus sp.
Little Forktail,Enicurus scouleri
White-crowned Forktail,Enicurus leschenaulti
Spotted Forktail,Enicurus maculatus
Black-backed Forktail,Enicurus immaculatus
Slaty-backed Forktail,Enicurus schistaceus
forktail sp.,Enicurus sp.
Firethroat,Calliope pectardens
Siberian Rubythroat,Calliope calliope
Himalayan Rubythroat,Calliope pectoralis
Chinese Rubythroat,Calliope tschebaiewi
Himalayan/Chinese Rubythroat (White-tailed Rubythroat),Calliope pectoralis/tschebaiewi
White-tailed Robin,Myiomela leucura
Blue-fronted Robin,Cinclidium frontale
Red-flanked Bluetail (Red-flanked Bush-Robin),Tarsiger cyanurus
Himalayan Bluetail (Orange-flanked Bush-Robin),Tarsiger rufilatus
Red-flanked/Himalayan Bluetail (Orange-flanked/Red-flanked Bush-Robin),Tarsiger cyanurus/rufilatus
Rufous-breasted Bush-Robin,Tarsiger hyperythrus
White-browed Bush-Robin,Tarsiger indicus
Golden Bush-Robin,Tarsiger chrysaeus
Tarsiger bush-robin sp.,Tarsiger sp.
Korean Flycatcher (Yellow-rumped Flycatcher),Ficedula zanthopygia
Mugimaki Flycatcher,Ficedula mugimaki
Slaty-backed Flycatcher,Ficedula erithacus
Black-and-orange Flycatcher,Ficedula nigrorufa
Slaty-blue Flycatcher,Ficedula tricolor
Snowy-browed Flycatcher,Ficedula hyperythra
Pygmy Flycatcher,Ficedula hodgsoni
Rufous-gorgeted Flycatcher,Ficedula strophiata
Sapphire Flycatcher,Ficedula sapphira
Little Pied Flycatcher,Ficedula westermanni
Ultramarine Flycatcher,Ficedula superciliaris
Rusty-tailed Flycatcher,Ficedula ruficauda
Taiga Flycatcher (Red-throated Flycatcher),Ficedula albicilla
Kashmir Flycatcher,Ficedula subrubra
Red-breasted Flycatcher,Ficedula parva
Taiga/Red-breasted Flycatcher,Ficedula albicilla/parva
Ficedula flycatcher sp.,Ficedula sp.
Blue-fronted Redstart,Phoenicurus frontalis
Plumbeous Redstart,Phoenicurus fuliginosus
Rufous-backed Redstart (Eversmann's Redstart),Phoenicurus erythronotus
White-capped Redstart,Phoenicurus leucocephalus
Blue-capped Redstart,Phoenicurus coeruleocephala
Common Redstart,Phoenicurus phoenicurus
Hodgson's Redstart,Phoenicurus hodgsoni
White-throated Redstart,Phoenicurus schisticeps
White-winged Redstart (Güldenstädt's Redstart),Phoenicurus erythrogastrus
Black Redstart,Phoenicurus ochruros
Daurian Redstart,Phoenicurus auroreus
redstart sp.,Phoenicurus sp.
Chestnut-bellied Rock-Thrush,Monticola rufiventris
Blue-capped Rock-Thrush,Monticola cinclorhyncha
Rufous-tailed Rock-Thrush,Monticola saxatilis
Blue Rock-Thrush,Monticola solitarius
rock-thrush sp.,Monticola sp.
Whinchat,Saxicola rubetra
White-browed Bushchat (Stoliczka's Bushchat),Saxicola macrorhynchus
White-throated Bushchat (Hodgson's Bushchat),Saxicola insignis
Siberian Stonechat (Common Stonechat),Saxicola maurus
White-browed Bushchat/Siberian Stonechat,Saxicola insignis/maurus
European/Siberian Stonechat,Saxicola rubicola/maurus
Amur Stonechat (Stejneger's Stonechat),Saxicola stejnegeri
White-tailed Stonechat,Saxicola leucurus
Siberian/White-tailed Stonechat,Saxicola maurus/leucurus
Pied Bushchat,Saxicola caprata
Jerdon's Bushchat,Saxicola jerdoni
Grey Bushchat,Saxicola ferreus
Saxicola bushchat/stonechat sp.,Saxicola sp.
Northern Wheatear,Oenanthe oenanthe
Isabelline Wheatear,Oenanthe isabellina
Desert Wheatear,Oenanthe deserti
Pied Wheatear,Oenanthe pleschanka
Brown Rock Chat (Indian Chat),Oenanthe fusca
Variable Wheatear,Oenanthe picata
Hume's Wheatear,Oenanthe albonigra
Finsch's Wheatear,Oenanthe finschii
Red-tailed Wheatear (Persian Wheatear),Oenanthe chrysopygia
Kurdish/Persian Wheatear (Red-tailed Wheatear),Oenanthe xanthoprymna/chrysopygia
wheatear sp.,Oenanthe sp.
Muscicapid flycatcher sp.,pid flycatcher sp. (<em c
Bohemian Waxwing,Bombycilla garrulus
Hypocolius,Hypocolius ampelinus
Thick-billed Flowerpecker,Dicaeum agile
Yellow-vented Flowerpecker,Dicaeum chrysorrheum
Yellow-bellied Flowerpecker,Dicaeum melanozanthum
Pale-billed Flowerpecker,Dicaeum erythrorhynchos
Thick-billed/Pale-billed Flowerpecker,Dicaeum agile/erythrorhynchos
Nilgiri Flowerpecker,Dicaeum concolor
Pale-billed/Nilgiri Flowerpecker,Dicaeum erythrorhynchos/concolor
Plain Flowerpecker,Dicaeum minullum
Andaman Flowerpecker,Dicaeum virescens
Fire-breasted Flowerpecker,Dicaeum ignipectus
Scarlet-backed Flowerpecker,Dicaeum cruentatum
Dicaeum flowerpecker sp.,Dicaeum sp.
flowerpecker sp.,Prionochilus/Dicaeum sp.
Ruby-cheeked Sunbird,Chalcoparia singalensis
Purple-rumped Sunbird,Leptocoma zeylonica
Crimson-backed Sunbird (Small Sunbird),Leptocoma minima
Van Hasselt's Sunbird (Purple-throated Sunbird),Leptocoma brasiliana
Purple Sunbird,Cinnyris asiaticus
Olive-backed Sunbird,Cinnyris jugularis
Loten's Sunbird (Long-billed Sunbird),Cinnyris lotenius
Cinnyris sunbird sp.,Cinnyris sp.
Fire-tailed Sunbird,Aethopyga ignicauda
Black-throated Sunbird,Aethopyga saturata
Mrs. Gould's Sunbird,Aethopyga gouldiae
Green-tailed Sunbird,Aethopyga nipalensis
Vigors's Sunbird,Aethopyga vigorsii
Crimson Sunbird,Aethopyga siparaja
sunbird sp.,Nectariniidae sp. (sunbird sp.)
Little Spiderhunter,Arachnothera longirostra
Streaked Spiderhunter,Arachnothera magna
spiderhunter sp.,Arachnothera sp.
Asian Fairy-bluebird,Irena puella
Blue-winged Leafbird (Blue-winged Chloropsis),Chloropsis cochinchinensis
Jerdon's Leafbird (Jerdon's Chloropsis),Chloropsis jerdoni
Golden-fronted Leafbird (Golden-fronted Chloropsis),Chloropsis aurifrons
Jerdon's/Golden-fronted Leafbird,Chloropsis jerdoni/aurifrons
Orange-bellied Leafbird (Orange-bellied Chloropsis),Chloropsis hardwickii
leafbird sp.,Chloropsis sp.
Streaked Weaver,Ploceus manyar
Baya Weaver,Ploceus philippinus
Finn's Weaver (Yellow Weaver),Ploceus megarhynchus
Black-breasted Weaver (Bengal Weaver),Ploceus benghalensis
Streaked/Black-breasted Weaver,Ploceus manyar/benghalensis
Ploceus weaver sp.,Ploceus sp.
Indian Silverbill (White-throated Munia),Euodice malabarica
Scaly-breasted Munia (Spotted Munia),Lonchura punctulata
Black-throated Munia,Lonchura kelaarti
White-rumped Munia,Lonchura striata
Tricolored Munia (Black-headed Munia),Lonchura malacca
Chestnut Munia,Lonchura atricapilla
Tricolored x Chestnut Munia (hybrid),Lonchura malacca x atricapilla
Tricolored/Chestnut Munia,Lonchura malacca/atricapilla
Lonchura munia sp.,Lonchura sp.
Green Avadavat,Amandava formosa
Red Avadavat,Amandava amandava
estrildid finch sp.,Estrildidae sp.
Alpine Accentor,Prunella collaris
Altai Accentor (Himalayan Accentor),Prunella himalayana
Robin Accentor,Prunella rubeculoides
Rufous-breasted Accentor,Prunella strophiata
Brown Accentor,Prunella fulvescens
Black-throated Accentor,Prunella atrogularis
Maroon-backed Accentor,Prunella immaculata
accentor sp.,Prunella sp.
House Sparrow,Passer domesticus
Spanish Sparrow,Passer hispaniolensis
Sind Sparrow,Passer pyrrhonotus
Russet Sparrow,Passer cinnamomeus
Eurasian Tree Sparrow,Passer montanus
House/Eurasian Tree Sparrow,Passer domesticus/montanus
Passer sparrow sp.,Passer sp.
Yellow-throated Sparrow (Chestnut-shouldered Petronia),Gymnoris xanthocollis
Rock Sparrow,Petronia petronia
Pale Rockfinch,Carpospiza brachydactyla
Black-winged Snowfinch (Tibetan Snowfinch),Montifringilla adamsi
White-rumped Snowfinch,Montifringilla taczanowskii
Rufous-necked Snowfinch,Montifringilla ruficollis
Blanford's Snowfinch (Plain-backed Snowfinch),Montifringilla blanfordi
Forest Wagtail,Dendronanthus indicus
Grey Wagtail,Motacilla cinerea
Western Yellow Wagtail,Motacilla flava
Eastern Yellow Wagtail,Motacilla tschutschensis
Western/Eastern Yellow Wagtail,Motacilla flava/tschutschensis
Citrine Wagtail,Motacilla citreola
Western Yellow x Citrine Wagtail (hybrid),Motacilla flava x citreola
White-browed Wagtail (Large Pied Wagtail),Motacilla maderaspatensis
White Wagtail,Motacilla alba
White-browed/White Wagtail,Motacilla maderaspatensis/alba
wagtail sp.,Motacilla sp.
Richard's Pipit,Anthus richardi
Paddyfield Pipit,Anthus rufulus
Richard's/Paddyfield Pipit,Anthus richardi/rufulus
Long-billed Pipit,Anthus similis
Blyth's Pipit,Anthus godlewskii
Richard's/Blyth's Pipit,Anthus richardi/godlewskii
Tawny Pipit,Anthus campestris
Nilgiri Pipit,Anthus nilghiriensis
Upland Pipit,Anthus sylvanus
Meadow Pipit,Anthus pratensis
Rosy Pipit,Anthus roseatus
Tree Pipit,Anthus trivialis
Meadow/Tree Pipit,Anthus pratensis/trivialis
Olive-backed Pipit,Anthus hodgsoni
Tree/Olive-backed Pipit,Anthus trivialis/hodgsoni
Red-throated Pipit,Anthus cervinus
Water Pipit,Anthus spinoletta
Buff-bellied Pipit (American Pipit),Anthus rubescens
Water/Buff-bellied Pipit,Anthus spinoletta/rubescens
pipit sp.,Anthus sp.
Common Chaffinch,Fringilla coelebs
Brambling,Fringilla montifringilla
Black-and-yellow Grosbeak,Mycerobas icterioides
Collared Grosbeak,Mycerobas affinis
Spot-winged Grosbeak,Mycerobas melanozanthos
White-winged Grosbeak,Mycerobas carnipes
Mycerobas grosbeak sp.,Mycerobas sp.
Hawfinch,Coccothraustes coccothraustes
Common Rosefinch,Carpodacus erythrinus
Scarlet Finch,Carpodacus sipahi
Blyth's Rosefinch,Carpodacus grandis
Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus
Pink-rumped Rosefinch,Carpodacus waltoni
Dark-rumped Rosefinch,Carpodacus edwardsii
Pink-browed Rosefinch,Carpodacus rodochroa
Spot-winged Rosefinch,Carpodacus rodopeplus
Vinaceous Rosefinch,Carpodacus vinaceus
Pale Rosefinch,Carpodacus stoliczkae
Sillem's Rosefinch,Carpodacus sillemi
Streaked Rosefinch,Carpodacus rubicilloides
Great Rosefinch,Carpodacus rubicilla
Streaked/Great Rosefinch,Carpodacus rubicilloides/rubicilla
Red-fronted Rosefinch,Carpodacus puniceus
Crimson-browed Finch,Carpodacus subhimachalus
Three-banded Rosefinch,Carpodacus
Himalayan White-browed Rosefinch,Carpodacus thura
Pink-browed/Himalayan White-browed Rosefinch,Carpodacus rodochroa/thura
Chinese White-browed Rosefinch,Carpodacus dubius
rosefinch sp.,Carpodacus sp.
Brown Bullfinch,Pyrrhula nipalensis
Orange Bullfinch,Pyrrhula aurantiaca
Red-headed Bullfinch,Pyrrhula erythrocephala
Grey-headed Bullfinch,Pyrrhula erythaca
Brown/Grey-headed Bullfinch,Pyrrhula nipalensis/erythaca
Crimson-winged Finch,Rhodopechys sanguineus
Trumpeter Finch,Bucanetes githagineus
Mongolian Finch,Bucanetes mongolicus
Blanford's Rosefinch,Agraphospiza rubescens
Gold-naped Finch,Pyrrhoplectes epauletta
Spectacled Finch,Callacanthis burtoni
Dark-breasted Rosefinch,Procarduelis nipalensis
Plain Mountain Finch,Leucosticte nemoricola
Black-headed Mountain-Finch (Brandt's Mountain Finch),Leucosticte brandti
Desert Finch,Rhodospiza obsoleta
Yellow-breasted Greenfinch,Chloris spinoides
Black-headed Greenfinch,Chloris ambigua
Twite,Linaria flavirostris
Eurasian Linnet,Linaria cannabina
Red Crossbill,Loxia curvirostra
European Goldfinch,Carduelis carduelis
Fire-fronted Serin,Serinus pusillus
Tibetan Serin,Spinus thibetanus
Eurasian Siskin,Spinus spinus
finch sp.,Fringillidae sp.
Crested Bunting,Emberiza lathami
Black-headed Bunting,Emberiza melanocephala
Red-headed Bunting,Emberiza bruniceps
Black-headed/Red-headed Bunting,Emberiza melanocephala/bruniceps
Chestnut-eared Bunting,Emberiza fucata
Rock Bunting,Emberiza cia
Godlewski's Bunting,Emberiza godlewskii
White-capped Bunting (Chestnut-breasted Bunting),Emberiza stewarti
Yellowhammer,Emberiza citrinella
Pine Bunting,Emberiza leucocephalos
Yellowhammer x Pine Bunting (hybrid),Emberiza citrinella x leucocephalos
Grey-necked Bunting (Grey-hooded Bunting),Emberiza buchanani
Ortolan Bunting,Emberiza hortulana
Grey-necked/Ortolan Bunting,Emberiza buchanani/hortulana
Striolated Bunting (House Bunting),Emberiza striolata
Reed Bunting,Emberiza schoeniclus
Yellow-breasted Bunting,Emberiza aureola
Little Bunting,Emberiza pusilla
Rustic Bunting,Emberiza rustica
Black-faced Bunting,Emberiza spodocephala
Chestnut Bunting,Emberiza rutila
Yellow-browed Bunting,Emberiza chrysophrys
Tristram's Bunting,Emberiza tristrami
Emberiza bunting sp.,Emberiza sp.
sparrow sp.,Passerellidae sp. (sparrow sp.)
passerine sp.,Passeriformes sp.
bird sp.,Aves sp.
