"eBird.English.Name.2023","eBird.Scientific.Name.2023","eBird.India.Name.2023"
"Greater Necklaced Laughingthrush","Pterorhinus pectoralis","Greater Necklaced Laughingthrush"
"Mount Victoria Babax","Pterorhinus woodi","Mount Victoria Babax"
"White-throated Laughingthrush","Pterorhinus albogularis","White-throated Laughingthrush"
"Gray-sided Laughingthrush","Pterorhinus caerulatus","Grey-sided Laughingthrush"
"Goldcrest","Regulus regulus","Goldcrest"
"Wallcreeper","Tichodroma muraria","Wallcreeper"
"Indian Nuthatch","Sitta castanea","Indian Nuthatch"
"Chestnut-bellied Nuthatch","Sitta cinnamoventris","Chestnut-bellied Nuthatch"
"Chestnut-vented Nuthatch","Sitta nagaensis","Chestnut-vented Nuthatch"
"Kashmir Nuthatch","Sitta cashmirensis","Kashmir Nuthatch"
"White-tailed Nuthatch","Sitta himalayensis","White-tailed Nuthatch"
"White-cheeked Nuthatch","Sitta leucopsis","White-cheeked Nuthatch"
"Yunnan Nuthatch","Sitta yunnanensis","Yunnan Nuthatch"
"Velvet-fronted Nuthatch","Sitta frontalis","Velvet-fronted Nuthatch"
"Beautiful Nuthatch","Sitta formosa","Beautiful Nuthatch"
"Hodgson's Treecreeper","Certhia hodgsoni","Hodgson's Treecreeper (Eurasian Treecreeper)"
"Bar-tailed Treecreeper","Certhia himalayana","Bar-tailed Treecreeper"
"Rusty-flanked Treecreeper","Certhia nipalensis","Rusty-flanked Treecreeper"
"Sikkim Treecreeper","Certhia discolor","Sikkim Treecreeper (Brown-throated Treecreeper)"
"Hume's Treecreeper","Certhia manipurensis","Hume's Treecreeper"
"Indian Spotted Creeper","Salpornis spilonota","Indian Spotted Creeper"
"Eurasian Wren","Troglodytes troglodytes","Eurasian Wren (Winter Wren)"
"Spotted Elachura","Elachura formosa","Spotted Elachura (Spotted Wren-Babbler)"
"White-throated Dipper","Cinclus cinclus","White-throated Dipper"
"Brown Dipper","Cinclus pallasii","Brown Dipper"
"Asian Glossy Starling","Aplonis panayensis","Asian Glossy Starling"
"Golden-crested Myna","Ampeliceps coronatus","Golden-crested Myna"
"Common Hill Myna","Gracula religiosa","Common Hill Myna"
"Southern Hill Myna","Gracula indica","Southern Hill Myna"
"European Starling","Sturnus vulgaris","European Starling (Common Starling)"
"Rosy Starling","Pastor roseus","Rosy Starling"
"Daurian Starling","Agropsar sturninus","Daurian Starling"
"Chestnut-cheeked Starling","Agropsar philippensis","Chestnut-cheeked Starling"
"Indian Pied Starling","Gracupica contra","Indian Pied Starling (Pied Myna)"
"White-shouldered Starling","Sturnia sinensis","White-shouldered Starling"
"Brahminy Starling","Sturnia pagodarum","Brahminy Starling"
"Chestnut-tailed Starling","Sturnia malabarica","Chestnut-tailed Starling"
"Malabar Starling","Sturnia blythii","Malabar Starling (Blyth's Starling)"
"White-headed Starling","Sturnia erythropygia","White-headed Starling"
"Red-billed Starling","Spodiopsar sericeus","Red-billed Starling"
"White-cheeked Starling","Spodiopsar cineraceus","White-cheeked Starling"
"Common Myna","Acridotheres tristis","Common Myna"
"Bank Myna","Acridotheres ginginianus","Bank Myna"
"Jungle Myna","Acridotheres fuscus","Jungle Myna"
"Collared Myna","Acridotheres albocinctus",NA
"Great Myna","Acridotheres grandis","Great Myna"
"Spot-winged Starling","Saroglossa spilopterus","Spot-winged Starling"
"Grandala","Grandala coelicolor","Grandala"
"Long-tailed Thrush","Zoothera dixoni","Long-tailed Thrush"
"Alpine Thrush","Zoothera mollissima","Alpine Thrush"
"Himalayan Thrush","Zoothera salimalii","Himalayan Thrush"
"Dark-sided Thrush","Zoothera marginata","Dark-sided Thrush"
"Long-billed Thrush","Zoothera monticola","Long-billed Thrush"
"White's Thrush","Zoothera aurea","White's Thrush"
"Scaly Thrush","Zoothera dauma","Scaly Thrush"
"Nilgiri Thrush","Zoothera neilgherriensis","Nilgiri Thrush"
"Purple Cochoa","Cochoa purpurea","Purple Cochoa"
"Green Cochoa","Cochoa viridis","Green Cochoa"
"Siberian Thrush","Geokichla sibirica","Siberian Thrush"
"Pied Thrush","Geokichla wardii","Pied Thrush"
"Orange-headed Thrush","Geokichla citrina","Orange-headed Thrush"
"Chinese Thrush","Turdus mupinensis","Chinese Thrush"
"Mistle Thrush","Turdus viscivorus","Mistle Thrush"
"Song Thrush","Turdus philomelos","Song Thrush"
"Chinese Blackbird","Turdus mandarinus","Chinese Blackbird"
"Gray-winged Blackbird","Turdus boulboul","Grey-winged Blackbird"
"Indian Blackbird","Turdus simillimus","Indian Blackbird"
"Japanese Thrush","Turdus cardis","Japanese Thrush"
"Tickell's Thrush","Turdus unicolor","Tickell's Thrush"
"Black-breasted Thrush","Turdus dissimilis","Black-breasted Thrush"
"Gray-sided Thrush","Turdus feae","Grey-sided Thrush"
"Eyebrowed Thrush","Turdus obscurus","Eyebrowed Thrush"
"White-backed Thrush","Turdus kessleri","White-backed Thrush (Kessler's Thrush)"
"Tibetan Blackbird","Turdus maximus","Tibetan Blackbird"
"Fieldfare","Turdus pilaris","Fieldfare"
"White-collared Blackbird","Turdus albocinctus","White-collared Blackbird"
"Chestnut Thrush","Turdus rubrocanus","Chestnut Thrush"
"Black-throated Thrush","Turdus atrogularis","Black-throated Thrush"
"Red-throated Thrush","Turdus ruficollis","Red-throated Thrush"
"Dusky Thrush","Turdus eunomus","Dusky Thrush"
"Naumann's Thrush","Turdus naumanni","Naumann's Thrush"
"Dark-sided Flycatcher","Muscicapa sibirica","Dark-sided Flycatcher"
"Ferruginous Flycatcher","Muscicapa ferruginea","Ferruginous Flycatcher"
"Asian Brown Flycatcher","Muscicapa dauurica","Asian Brown Flycatcher"
"Brown-breasted Flycatcher","Muscicapa muttui","Brown-breasted Flycatcher"
"Spotted Flycatcher","Muscicapa striata","Spotted Flycatcher"
"Rufous-tailed Scrub-Robin","Cercotrichas galactotes","Rufous-tailed Scrub-Robin"
"Indian Robin","Copsychus fulicatus","Indian Robin"
"Oriental Magpie-Robin","Copsychus saularis","Oriental Magpie-Robin"
"White-rumped Shama","Copsychus malabaricus","White-rumped Shama"
"Andaman Shama","Copsychus albiventris","Andaman Shama"
"White-gorgeted Flycatcher","Anthipes monileger","White-gorgeted Flycatcher"
"Nilgiri Sholakili","Sholicola major","Nilgiri Sholakili"
"White-bellied Sholakili","Sholicola albiventris","White-bellied Sholakili"
"White-tailed Flycatcher","Leucoptilon concretum","White-tailed Flycatcher"
"White-bellied Blue Flycatcher","Cyornis pallidipes","White-bellied Blue Flycatcher"
"Pale-chinned Flycatcher","Cyornis poliogenys","Pale-chinned Flycatcher"
"Pale Blue Flycatcher","Cyornis unicolor","Pale Blue Flycatcher"
"Blue-throated Flycatcher","Cyornis rubeculoides","Blue-throated Flycatcher"
"Large Blue Flycatcher","Cyornis magnirostris","Large Blue Flycatcher"
"Hill Blue Flycatcher","Cyornis whitei","Hill Blue Flycatcher"
"Tickell's Blue Flycatcher","Cyornis tickelliae","Tickell's Blue Flycatcher"
"Nicobar Jungle Flycatcher","Cyornis nicobaricus","Nicobar Jungle Flycatcher"
"Large Niltava","Niltava grandis","Large Niltava"
"Small Niltava","Niltava macgrigoriae","Small Niltava"
"Rufous-bellied Niltava","Niltava sundara","Rufous-bellied Niltava"
"Chinese Vivid Niltava","Niltava oatesi","Chinese Vivid Niltava"
"Blue-and-white Flycatcher","Cyanoptila cyanomelana","Blue-and-white Flycatcher"
"Zappey's Flycatcher","Cyanoptila cumatilis","Zappey's Flycatcher"
"Nilgiri Flycatcher","Eumyias albicaudatus","Nilgiri Flycatcher"
"Verditer Flycatcher","Eumyias thalassinus","Verditer Flycatcher"
"Rusty-bellied Shortwing","Brachypteryx hyperythra","Rusty-bellied Shortwing"
"Gould's Shortwing","Heteroxenicus stellatus","Gould's Shortwing"
"Lesser Shortwing","Brachypteryx leucophris","Lesser Shortwing"
"Himalayan Shortwing","Brachypteryx cruralis","Himalayan Shortwing (White-browed Shortwing)"
"Indian Blue Robin","Larvivora brunnea","Indian Blue Robin"
"Siberian Blue Robin","Larvivora cyane","Siberian Blue Robin"
"White-bellied Redstart","Luscinia phaenicuroides","White-bellied Redstart"
"Bluethroat","Luscinia svecica","Bluethroat"
"Malabar Whistling-Thrush","Myophonus horsfieldii","Malabar Whistling-Thrush"
"Blue Whistling-Thrush","Myophonus caeruleus","Blue Whistling-Thrush"
"Little Forktail","Enicurus scouleri","Little Forktail"
"White-crowned Forktail","Enicurus leschenaulti","White-crowned Forktail"
"Spotted Forktail","Enicurus maculatus","Spotted Forktail"
"Black-backed Forktail","Enicurus immaculatus","Black-backed Forktail"
"Slaty-backed Forktail","Enicurus schistaceus","Slaty-backed Forktail"
"Firethroat","Calliope pectardens","Firethroat"
"Siberian Rubythroat","Calliope calliope","Siberian Rubythroat"
"Himalayan Rubythroat","Calliope pectoralis","Himalayan Rubythroat"
"Chinese Rubythroat","Calliope tschebaiewi","Chinese Rubythroat"
"White-tailed Robin","Myiomela leucura","White-tailed Robin"
"Blue-fronted Robin","Cinclidium frontale","Blue-fronted Robin"
"Red-flanked Bluetail","Tarsiger cyanurus","Red-flanked Bluetail (Red-flanked Bush-Robin)"
"Himalayan Bluetail","Tarsiger rufilatus","Himalayan Bluetail (Orange-flanked Bush-Robin)"
"Rufous-breasted Bush-Robin","Tarsiger hyperythrus","Rufous-breasted Bush-Robin"
"White-browed Bush-Robin","Tarsiger indicus","White-browed Bush-Robin"
"Golden Bush-Robin","Tarsiger chrysaeus","Golden Bush-Robin"
"Yellow-rumped Flycatcher","Ficedula zanthopygia","Korean Flycatcher (Yellow-rumped Flycatcher)"
"Mugimaki Flycatcher","Ficedula mugimaki","Mugimaki Flycatcher"
"Slaty-backed Flycatcher","Ficedula erithacus","Slaty-backed Flycatcher"
"Black-and-orange Flycatcher","Ficedula nigrorufa","Black-and-orange Flycatcher"
"Slaty-blue Flycatcher","Ficedula tricolor","Slaty-blue Flycatcher"
"Snowy-browed Flycatcher","Ficedula hyperythra","Snowy-browed Flycatcher"
"Pygmy Flycatcher","Ficedula hodgsoni","Pygmy Flycatcher"
"Rufous-gorgeted Flycatcher","Ficedula strophiata","Rufous-gorgeted Flycatcher"
"Sapphire Flycatcher","Ficedula sapphira","Sapphire Flycatcher"
"Little Pied Flycatcher","Ficedula westermanni","Little Pied Flycatcher"
"Ultramarine Flycatcher","Ficedula superciliaris","Ultramarine Flycatcher"
"Rusty-tailed Flycatcher","Ficedula ruficauda","Rusty-tailed Flycatcher"
"Taiga Flycatcher","Ficedula albicilla","Taiga Flycatcher (Red-throated Flycatcher)"
"Kashmir Flycatcher","Ficedula subrubra","Kashmir Flycatcher"
"Red-breasted Flycatcher","Ficedula parva","Red-breasted Flycatcher"
"Blue-fronted Redstart","Phoenicurus frontalis","Blue-fronted Redstart"
"Plumbeous Redstart","Phoenicurus fuliginosus","Plumbeous Redstart"
"Rufous-backed Redstart","Phoenicurus erythronotus","Rufous-backed Redstart (Eversmann's Redstart)"
"White-capped Redstart","Phoenicurus leucocephalus","White-capped Redstart"
"Blue-capped Redstart","Phoenicurus coeruleocephala","Blue-capped Redstart"
"Common Redstart","Phoenicurus phoenicurus","Common Redstart"
"Hodgson's Redstart","Phoenicurus hodgsoni","Hodgson's Redstart"
"White-throated Redstart","Phoenicurus schisticeps","White-throated Redstart"
"White-winged Redstart","Phoenicurus erythrogastrus","White-winged Redstart (Gldenstdt's Redstart)"
"Black Redstart","Phoenicurus ochruros","Black Redstart"
"Daurian Redstart","Phoenicurus auroreus","Daurian Redstart"
"Chestnut-bellied Rock-Thrush","Monticola rufiventris","Chestnut-bellied Rock-Thrush"
"Blue-capped Rock-Thrush","Monticola cinclorhyncha","Blue-capped Rock-Thrush"
"Rufous-tailed Rock-Thrush","Monticola saxatilis","Rufous-tailed Rock-Thrush"
"Blue Rock-Thrush","Monticola solitarius","Blue Rock-Thrush"
"Whinchat","Saxicola rubetra","Whinchat"
"White-browed Bushchat","Saxicola macrorhynchus","White-browed Bushchat (Stoliczka's Bushchat)"
"White-throated Bushchat","Saxicola insignis","White-throated Bushchat (Hodgson's Bushchat)"
"Siberian Stonechat","Saxicola maurus","Siberian Stonechat (Common Stonechat)"
"Amur Stonechat","Saxicola stejnegeri","Amur Stonechat (Stejneger's Stonechat)"
"White-tailed Stonechat","Saxicola leucurus","White-tailed Stonechat"
"Pied Bushchat","Saxicola caprata","Pied Bushchat"
"Jerdon's Bushchat","Saxicola jerdoni","Jerdon's Bushchat"
"Gray Bushchat","Saxicola ferreus","Grey Bushchat"
"Northern Wheatear","Oenanthe oenanthe","Northern Wheatear"
"Isabelline Wheatear","Oenanthe isabellina","Isabelline Wheatear"
"Desert Wheatear","Oenanthe deserti","Desert Wheatear"
"Pied Wheatear","Oenanthe pleschanka","Pied Wheatear"
"Brown Rock Chat","Oenanthe fusca","Brown Rock Chat (Indian Chat)"
"Variable Wheatear","Oenanthe picata","Variable Wheatear"
"Hume's Wheatear","Oenanthe albonigra","Hume's Wheatear"
"Finsch's Wheatear","Oenanthe finschii","Finsch's Wheatear"
"Persian Wheatear","Oenanthe chrysopygia","Red-tailed Wheatear (Persian Wheatear)"
"Bohemian Waxwing","Bombycilla garrulus","Bohemian Waxwing"
"Hypocolius","Hypocolius ampelinus","Hypocolius"
"Thick-billed Flowerpecker","Dicaeum agile","Thick-billed Flowerpecker"
"Yellow-vented Flowerpecker","Dicaeum chrysorrheum","Yellow-vented Flowerpecker"
"Yellow-bellied Flowerpecker","Dicaeum melanozanthum","Yellow-bellied Flowerpecker"
"Pale-billed Flowerpecker","Dicaeum erythrorhynchos","Pale-billed Flowerpecker"
"Nilgiri Flowerpecker","Dicaeum concolor","Nilgiri Flowerpecker"
"Plain Flowerpecker","Dicaeum minullum","Plain Flowerpecker"
"Andaman Flowerpecker","Dicaeum virescens","Andaman Flowerpecker"
"Fire-breasted Flowerpecker","Dicaeum ignipectus","Fire-breasted Flowerpecker"
"Scarlet-backed Flowerpecker","Dicaeum cruentatum","Scarlet-backed Flowerpecker"
"Ruby-cheeked Sunbird","Chalcoparia singalensis","Ruby-cheeked Sunbird"
"Purple-rumped Sunbird","Leptocoma zeylonica","Purple-rumped Sunbird"
"Crimson-backed Sunbird","Leptocoma minima","Crimson-backed Sunbird (Small Sunbird)"
"Van Hasselt's Sunbird","Leptocoma brasiliana","Van Hasselt's Sunbird (Purple-throated Sunbird)"
"Purple Sunbird","Cinnyris asiaticus","Purple Sunbird"
"Ornate Sunbird","Cinnyris ornatus","Olive-backed Sunbird (Ornate Sunbird)"
"Loten's Sunbird","Cinnyris lotenius","Loten's Sunbird (Long-billed Sunbird)"
"Fire-tailed Sunbird","Aethopyga ignicauda","Fire-tailed Sunbird"
"Black-throated Sunbird","Aethopyga saturata","Black-throated Sunbird"
"Mrs. Gould's Sunbird","Aethopyga gouldiae","Mrs. Gould's Sunbird"
"Green-tailed Sunbird","Aethopyga nipalensis","Green-tailed Sunbird"
"Vigors's Sunbird","Aethopyga vigorsii","Vigors's Sunbird"
"Crimson Sunbird","Aethopyga siparaja","Crimson Sunbird"
"Little Spiderhunter","Arachnothera longirostra","Little Spiderhunter"
"Streaked Spiderhunter","Arachnothera magna","Streaked Spiderhunter"
"Asian Fairy-bluebird","Irena puella","Asian Fairy-bluebird"
"Blue-winged Leafbird","Chloropsis moluccensis","Blue-winged Leafbird (Blue-winged Chloropsis)"
"Jerdon's Leafbird","Chloropsis jerdoni","Jerdon's Leafbird (Jerdon's Chloropsis)"
"Golden-fronted Leafbird","Chloropsis aurifrons","Golden-fronted Leafbird (Golden-fronted Chloropsis)"
"Orange-bellied Leafbird","Chloropsis hardwickii","Orange-bellied Leafbird (Orange-bellied Chloropsis)"
"Streaked Weaver","Ploceus manyar","Streaked Weaver"
"Baya Weaver","Ploceus philippinus","Baya Weaver"
"Finn's Weaver","Ploceus megarhynchus","Finn's Weaver (Yellow Weaver)"
"Black-breasted Weaver","Ploceus benghalensis","Black-breasted Weaver (Bengal Weaver)"
"Indian Silverbill","Euodice malabarica","Indian Silverbill (White-throated Munia)"
"Scaly-breasted Munia","Lonchura punctulata","Scaly-breasted Munia (Spotted Munia)"
"Black-throated Munia","Lonchura kelaarti","Black-throated Munia"
"White-rumped Munia","Lonchura striata","White-rumped Munia"
"Tricolored Munia","Lonchura malacca","Tricolored Munia (Black-headed Munia)"
"Chestnut Munia","Lonchura atricapilla","Chestnut Munia"
"Green Avadavat","Amandava formosa","Green Avadavat"
"Red Avadavat","Amandava amandava","Red Avadavat"
"Alpine Accentor","Prunella collaris","Alpine Accentor"
"Altai Accentor","Prunella himalayana","Altai Accentor (Himalayan Accentor)"
"Robin Accentor","Prunella rubeculoides","Robin Accentor"
"Rufous-breasted Accentor","Prunella strophiata","Rufous-breasted Accentor"
"Brown Accentor","Prunella fulvescens","Brown Accentor"
"Black-throated Accentor","Prunella atrogularis","Black-throated Accentor"
"Maroon-backed Accentor","Prunella immaculata","Maroon-backed Accentor"
"House Sparrow","Passer domesticus","House Sparrow"
"Spanish Sparrow","Passer hispaniolensis","Spanish Sparrow"
"Sind Sparrow","Passer pyrrhonotus","Sind Sparrow"
"Russet Sparrow","Passer cinnamomeus","Russet Sparrow"
"Eurasian Tree Sparrow","Passer montanus","Eurasian Tree Sparrow"
"Yellow-throated Sparrow","Gymnoris xanthocollis","Yellow-throated Sparrow (Chestnut-shouldered Petronia)"
"Rock Sparrow","Petronia petronia","Rock Sparrow"
"Pale Rockfinch","Carpospiza brachydactyla","Pale Rockfinch"
"Black-winged Snowfinch","Montifringilla adamsi","Black-winged Snowfinch (Tibetan Snowfinch)"
"White-rumped Snowfinch","Onychostruthus taczanowskii","White-rumped Snowfinch"
"Rufous-necked Snowfinch","Pyrgilauda ruficollis","Rufous-necked Snowfinch"
"Blanford's Snowfinch","Pyrgilauda blanfordi","Blanford's Snowfinch (Plain-backed Snowfinch)"
"Forest Wagtail","Dendronanthus indicus","Forest Wagtail"
"Gray Wagtail","Motacilla cinerea","Grey Wagtail"
"Western Yellow Wagtail","Motacilla flava","Western Yellow Wagtail"
"Eastern Yellow Wagtail","Motacilla tschutschensis","Eastern Yellow Wagtail"
"Citrine Wagtail","Motacilla citreola","Citrine Wagtail"
"White-browed Wagtail","Motacilla maderaspatensis","White-browed Wagtail (Large Pied Wagtail)"
"White Wagtail","Motacilla alba","White Wagtail"
"Richard's Pipit","Anthus richardi","Richard's Pipit"
"Paddyfield Pipit","Anthus rufulus","Paddyfield Pipit"
"Long-billed Pipit","Anthus similis","Long-billed Pipit"
"Blyth's Pipit","Anthus godlewskii","Blyth's Pipit"
"Tawny Pipit","Anthus campestris","Tawny Pipit"
"Nilgiri Pipit","Anthus nilghiriensis","Nilgiri Pipit"
"Upland Pipit","Anthus sylvanus","Upland Pipit"
"Meadow Pipit","Anthus pratensis","Meadow Pipit"
"Rosy Pipit","Anthus roseatus","Rosy Pipit"
"Tree Pipit","Anthus trivialis","Tree Pipit"
"Olive-backed Pipit","Anthus hodgsoni","Olive-backed Pipit"
"Red-throated Pipit","Anthus cervinus","Red-throated Pipit"
"Water Pipit","Anthus spinoletta","Water Pipit"
"American Pipit","Anthus rubescens","Buff-bellied Pipit (American Pipit)"
"Common Chaffinch","Fringilla coelebs","Common Chaffinch"
"Brambling","Fringilla montifringilla","Brambling"
"Black-and-yellow Grosbeak","Mycerobas icterioides","Black-and-yellow Grosbeak"
"Collared Grosbeak","Mycerobas affinis","Collared Grosbeak"
"Spot-winged Grosbeak","Mycerobas melanozanthos","Spot-winged Grosbeak"
"White-winged Grosbeak","Mycerobas carnipes","White-winged Grosbeak"
"Hawfinch","Coccothraustes coccothraustes","Hawfinch"
"Common Rosefinch","Carpodacus erythrinus","Common Rosefinch"
"Scarlet Finch","Carpodacus sipahi","Scarlet Finch"
"Blyth's Rosefinch","Carpodacus grandis","Blyth's Rosefinch"
"Himalayan Beautiful Rosefinch","Carpodacus pulcherrimus","Himalayan Beautiful Rosefinch"
"Pink-rumped Rosefinch","Carpodacus waltoni","Pink-rumped Rosefinch"
"Dark-rumped Rosefinch","Carpodacus edwardsii","Dark-rumped Rosefinch"
"Pink-browed Rosefinch","Carpodacus rodochroa","Pink-browed Rosefinch"
"Spot-winged Rosefinch","Carpodacus rodopeplus","Spot-winged Rosefinch"
"Vinaceous Rosefinch","Carpodacus vinaceus","Vinaceous Rosefinch"
"Pale Rosefinch","Carpodacus stoliczkae","Pale Rosefinch"
"Sillem's Rosefinch","Carpodacus sillemi","Sillem's Rosefinch"
"Streaked Rosefinch","Carpodacus rubicilloides","Streaked Rosefinch"
"Great Rosefinch","Carpodacus rubicilla","Great Rosefinch"
"Red-fronted Rosefinch","Carpodacus puniceus","Red-fronted Rosefinch"
"Crimson-browed Finch","Carpodacus subhimachalus","Crimson-browed Finch"
"Three-banded Rosefinch","Carpodacus trifasciatus","Three-banded Rosefinch"
"Himalayan White-browed Rosefinch","Carpodacus thura","Himalayan White-browed Rosefinch"
"Chinese White-browed Rosefinch","Carpodacus dubius","Chinese White-browed Rosefinch"
"Brown Bullfinch","Pyrrhula nipalensis","Brown Bullfinch"
"Orange Bullfinch","Pyrrhula aurantiaca","Orange Bullfinch"
"Red-headed Bullfinch","Pyrrhula erythrocephala","Red-headed Bullfinch"
"Gray-headed Bullfinch","Pyrrhula erythaca","Grey-headed Bullfinch"
"Crimson-winged Finch","Rhodopechys sanguineus","Crimson-winged Finch"
"Trumpeter Finch","Bucanetes githagineus","Trumpeter Finch"
"Mongolian Finch","Bucanetes mongolicus","Mongolian Finch"
"Blanford's Rosefinch","Agraphospiza rubescens","Blanford's Rosefinch"
"Gold-naped Finch","Pyrrhoplectes epauletta","Gold-naped Finch"
"Spectacled Finch","Callacanthis burtoni","Spectacled Finch"
"Dark-breasted Rosefinch","Procarduelis nipalensis","Dark-breasted Rosefinch"
"Plain Mountain Finch","Leucosticte nemoricola","Plain Mountain Finch"
"Black-headed Mountain Finch","Leucosticte brandti","Black-headed Mountain-Finch (Brandt's Mountain Finch)"
"Desert Finch","Rhodospiza obsoleta","Desert Finch"
"Yellow-breasted Greenfinch","Chloris spinoides","Yellow-breasted Greenfinch"
"Black-headed Greenfinch","Chloris ambigua","Black-headed Greenfinch"
"Twite","Linaria flavirostris","Twite"
"Eurasian Linnet","Linaria cannabina","Eurasian Linnet"
"Red Crossbill","Loxia curvirostra","Red Crossbill"
"European Goldfinch","Carduelis carduelis","European Goldfinch"
"Fire-fronted Serin","Serinus pusillus","Fire-fronted Serin"
"Tibetan Serin","Spinus thibetanus","Tibetan Serin"
"Eurasian Siskin","Spinus spinus","Eurasian Siskin"
"Lapland Longspur","Calcarius lapponicus","Lapland Longspur"
"Crested Bunting","Emberiza lathami","Crested Bunting"
"Black-headed Bunting","Emberiza melanocephala","Black-headed Bunting"
"Red-headed Bunting","Emberiza bruniceps","Red-headed Bunting"
"Chestnut-eared Bunting","Emberiza fucata","Chestnut-eared Bunting"
"Rock Bunting","Emberiza cia","Rock Bunting"
"Godlewski's Bunting","Emberiza godlewskii","Godlewski's Bunting"
"Meadow Bunting","Emberiza cioides","Meadow Bunting"
"White-capped Bunting","Emberiza stewarti","White-capped Bunting (Chestnut-breasted Bunting)"
"Yellowhammer","Emberiza citrinella","Yellowhammer"
"Pine Bunting","Emberiza leucocephalos","Pine Bunting"
"Gray-necked Bunting","Emberiza buchanani","Grey-necked Bunting (Grey-hooded Bunting)"
"Ortolan Bunting","Emberiza hortulana","Ortolan Bunting"
"Striolated Bunting","Emberiza striolata","Striolated Bunting (House Bunting)"
"Reed Bunting","Emberiza schoeniclus","Reed Bunting"
"Yellow-breasted Bunting","Emberiza aureola","Yellow-breasted Bunting"
"Little Bunting","Emberiza pusilla","Little Bunting"
"Rustic Bunting","Emberiza rustica","Rustic Bunting"
"Black-faced Bunting","Emberiza spodocephala","Black-faced Bunting"
"Chestnut Bunting","Emberiza rutila","Chestnut Bunting"
"Yellow-browed Bunting","Emberiza chrysophrys","Yellow-browed Bunting"
"Tristram's Bunting","Emberiza tristrami","Tristram's Bunting"
